1.251120395125832729e+00 6.543845562060764268e-06 9.389812514657679410e-01 1.896249152514945413e+00 9.610412200996709675e-01 5.661974219669771990e-01
1.068019541986299892e+00 6.722531800994824695e-06 7.289730713727498035e-01 1.820570883158378894e+00 9.651353647568672312e-01 5.631650706907741499e-01
1.031666275071608574e+00 6.293376621887734113e-06 1.013567190702899579e+00 1.896249152514945413e+00 9.689920830630316395e-01 5.680407808750690402e-01
1.205271159289541760e+00 6.585616535091092090e-06 9.382310450438049454e-01 1.949555430967550240e+00 9.625833134539829583e-01 5.267434264192779603e-01
1.311353342909122421e+00 6.860035414005409468e-06 8.858096263205988974e-01 1.744349060472930590e+00 9.881904311702583987e-01 5.414707475417757099e-01
1.149443791153967220e+00 6.710097628482124169e-06 1.072639109189923889e+00 1.935470411680828340e+00 9.569080378984878843e-01 5.221853467743146071e-01
1.208963139011950627e+00 6.709147482440987307e-06 9.852511371793417627e-01 1.732106470247571472e+00 9.549604322132033696e-01 5.716150752771710364e-01
1.208331562964524819e+00 6.758493998053614858e-06 9.649336330424627128e-01 1.643130650529998515e+00 9.439714659131636099e-01 5.918102503130920899e-01
1.070489167888010629e+00 6.328077069650275835e-06 9.526980896049500602e-01 1.761172521479101194e+00 9.407963082198562699e-01 6.052234787365560198e-01
1.144472795293853151e+00 6.987627688933162097e-06 8.917059015299337865e-01 1.608804487377411441e+00 9.691910507746525072e-01 5.576464235994470497e-01
1.376644490710256186e+00 6.741882299499909572e-06 8.513565398876548063e-01 1.739470733510077416e+00 9.715944602648144413e-01 5.604319321190965875e-01
1.092237435114773225e+00 6.585276700670064945e-06 1.134873496317179153e+00 1.846400675757167820e+00 9.447717091998260042e-01 6.101438020497449433e-01
1.298460909589895795e+00 6.697921686230778322e-06 1.163800883919318352e+00 1.817949402338861820e+00 9.672262641907191094e-01 5.630250514680237295e-01
1.245150551425238117e+00 6.868725342347777125e-06 8.455108081110254137e-01 1.799556734749712561e+00 9.564183788253443064e-01 5.956257670941610405e-01
1.293280812473171615e+00 6.459758165579569737e-06 8.722734304756551982e-01 1.673388238001285000e+00 9.509191351640408074e-01 5.738767696146386266e-01
1.089568999219419965e+00 6.050509958396338409e-06 1.098258102358202981e+00 1.695928633082912418e+00 9.318048039680845163e-01 6.028535616855249524e-01
1.193894460045299422e+00 6.226732792020522314e-06 1.096913569398774602e+00 1.870973859558145325e+00 9.211098746433112883e-01 6.031369545923770392e-01
1.160937543113328863e+00 6.211487111253715265e-06 1.024594099653330037e+00 1.725989785267094234e+00 9.006932100602716984e-01 6.039357053610598935e-01
9.674015763804756363e-01 6.007773512833899646e-06 1.099099399307828406e+00 1.704492039081215271e+00 9.398558001976443643e-01 6.361422385840020954e-01
1.099364655811911895e+00 5.615438187934500306e-06 1.247265306557278297e+00 1.843858529371691812e+00 9.374704490513187105e-01 6.138945130825803620e-01
1.169862783102523229e+00 5.940601253605826468e-06 1.064886680871777402e+00 1.783223850854677384e+00 9.350384010685932612e-01 6.262750338903821934e-01
8.763274679861770000e-01 6.097365997560256028e-06 1.227969222701738472e+00 1.897453003352690182e+00 9.215089676675551900e-01 6.242056232401006488e-01
9.581750596642975015e-01 5.914730102174838212e-06 1.258903484304792819e+00 1.979851379164283331e+00 9.032847245440882578e-01 6.090457946130777289e-01
1.147412668084857312e+00 6.115599267895302321e-06 1.118099945155476727e+00 1.825220973646706435e+00 9.448059326085715970e-01 6.192828964955509052e-01
1.057352875860820829e+00 5.661621842410668216e-06 1.021621911443292952e+00 1.833278504132107578e+00 9.430024288957936651e-01 6.333717365966028412e-01
1.219014088739942991e+00 6.260850601551437414e-06 1.074231609989268366e+00 1.670866785430055401e+00 9.420818068935350453e-01 5.959296221197990517e-01
1.107640978557814515e+00 6.069600002257967366e-06 1.104532647293621217e+00 1.673868196577178002e+00 9.489443996632902500e-01 5.735840633148265866e-01
1.123348877013523373e+00 6.043151122963544393e-06 1.018315834205780757e+00 1.713783779273547303e+00 8.807906675991572509e-01 6.362567945343490239e-01
7.734023330746006009e-01 6.104432140580092701e-06 1.310053929769482872e+00 1.642620967715032299e+00 9.589794618923948022e-01 6.057372898062650668e-01
8.850440556867593678e-01 6.168772142344885640e-06 1.116273293544993495e+00 1.762582465983676627e+00 9.311222673073853429e-01 5.924787946086148560e-01
1.058161846644355419e+00 6.182175727933935575e-06 1.065795900886102210e+00 1.767346911967814460e+00 9.459731788569787359e-01 5.691771053557596050e-01
1.312434284176064558e+00 6.802201136153961534e-06 1.131725849903316927e+00 1.651649882826261129e+00 9.977332042114639421e-01 5.781906917176362626e-01
1.393783079264337310e+00 6.802201136153961534e-06 1.236038275725276359e+00 1.457811468423634294e+00 9.977332042114639421e-01 5.558964614462487130e-01
1.681034854254310318e+00 6.678457654938311343e-06 1.248713896418025104e+00 1.649288406677732910e+00 9.977332042114639421e-01 5.882266839101490952e-01
