4.529959552961775326e-01 4.796863341973092285e-06 3.536399765731607636e-01 2.040079144639280750e-01 8.293006265224767137e-01 2.445838559597049156e-01
5.235117605346274461e-01 4.818692239946048168e-06 3.097008512769523492e-01 2.450824179298859429e-01 8.011291893448386769e-01 2.112314508426346715e-01
4.223210991389785840e-01 4.952938325543697371e-06 3.510062900134860442e-01 1.085191605109238344e-01 8.611122113369223952e-01 1.679288998393539400e-01
3.742681151802534356e-01 4.865031899293600038e-06 3.173570018293800921e-01 1.035787428463241511e-01 7.754298699040617082e-01 1.925291530059252132e-01
6.737623032477736418e-01 4.733701355144287015e-06 3.942911724391287009e-01 1.447968916580668897e-01 7.679713941522785525e-01 8.825208888945140773e-02
6.901491137563173783e-01 4.734281658079643006e-06 3.318140838045874341e-01 1.908421955316602359e-01 7.976005777477093162e-01 2.147075817447232637e-01
3.126636743777271854e-01 4.729058726565832150e-06 3.510720698872913936e-01 3.140723004793480322e-02 7.769928806430087542e-01 1.781940776699655893e-01
6.911523818945497499e-01 4.822948958744447044e-06 2.522876585562703333e-01 1.643561554578937822e-01 8.800223589058910889e-01 8.207513584877451640e-02
6.126720696611744899e-01 4.749239407185928498e-06 3.122547259017505183e-01 1.614058089311803112e-01 8.030510819265500588e-01 9.444663463129435166e-02
8.076402623012645110e-01 4.634371841937251135e-06 2.829498105121353024e-01 5.676758900959627541e-02 8.186347914298821582e-01 1.434815349362050241e-01
8.557975886128339482e-01 4.773377742584402600e-06 2.506508298416418867e-01 2.120267574505186603e-01 8.349165490573418058e-01 1.532189848804523524e-01
8.705918959044981476e-01 4.850497144229636766e-06 2.513123045376184916e-01 4.835523988410133089e-01 8.189124672758805179e-01 1.345624260320738008e-01
7.364249996221766681e-01 4.896073912096686095e-06 2.516404975464513472e-01 1.547961447625459119e-01 8.720212597455593295e-01 2.366606070221964897e-01
8.466009756897754368e-01 4.690104001785394153e-06 2.741591402904965946e-01 2.040927384772759090e-01 8.808660566858743657e-01 1.547290126536814969e-01
6.600965548853179321e-01 4.800186256124525195e-06 2.175926192956891825e-01 2.690558884751181878e-01 9.352296727623524708e-01 1.265557075672251452e-01
1.131942019240987474e+00 4.884759176552312435e-06 2.879281366770474193e-01 1.884879003928590646e-01 8.802279721154259162e-01 1.177271048925400965e-01
8.616760736861166503e-01 4.931177245352850044e-06 3.284173166355752738e-01 1.010074358994983712e-01 8.995380037460801725e-01 1.289981530755655026e-01
1.138527840833291283e+00 4.842823283884760960e-06 2.192999008929757410e-01 2.324917748616282531e-01 8.071122156302247275e-01 1.195462780672982700e-01
1.347325419597734442e+00 4.999412953507868061e-06 1.927011512852750685e-01 2.896149385529411258e-01 7.946828361153216447e-01 1.221750504043569441e-01
1.079365587171714935e+00 4.672431192128398343e-06 2.536554759826587513e-01 1.860512617423708548e-01 8.775056419751792181e-01 1.332097724152273011e-01
1.012790636399144351e+00 4.693691992864505772e-06 2.724831094053202785e-01 2.010654860146741385e-01 7.944819817769551706e-01 1.226588297150135315e-01
1.205690973093679563e+00 4.961746738857560928e-06 2.177126282446995298e-01 1.696726697970951381e-01 8.234553749999899974e-01 1.002744282137570525e-01
1.104074313743167890e+00 4.968867558795299807e-06 1.792547786109098262e-01 2.098412864740909489e-01 8.142317741817266530e-01 1.422531874544188946e-01
9.730790409693917953e-01 4.938264592090237065e-06 2.311067275097659912e-01 3.505299527604254783e-01 7.963371107900180101e-01 1.908104924122667745e-01
