1.029901249305340549e+00 6.031474035006563363e-06 7.819252495216436061e-03 7.729645753087388549e-01 1.043141204647529907e+00
1.181129414894733998e+00 5.942371369120741862e-06 7.819252495216436061e-03 6.873488700699494913e-01 1.139643609501051591e+00
9.865551287857018403e-01 5.952653743621967196e-06 1.820952687137258885e-01 8.329437530947449986e-01 6.986359609756311873e-01
8.856837813934302917e-01 5.968410561281175111e-06 3.218154620584429138e-02 7.678079299574422922e-01 1.129308424208220529e+00
7.759222581180118539e-01 5.757980277030065540e-06 7.819252495216436061e-03 7.857622226688950606e-01 1.481267045860316989e+00
9.827762292485551221e-01 5.711227168213089699e-06 7.819252495216436061e-03 8.649162474489471286e-01 8.715561270002724070e-01
1.207305843642008769e+00 6.036165392522679195e-06 1.915558718978872532e-01 9.458821158531335316e-01 1.080500889792484154e+00
9.397044832162174677e-01 6.159767584294028030e-06 1.542883794120127883e-01 7.455560010485279276e-01 1.483058012476115239e+00
1.108537365515029016e+00 5.868596150643910878e-06 1.605285003729768969e-02 8.473214677957792151e-01 1.308588756764767158e+00
1.017952989056662982e+00 6.027029313090679099e-06 8.308820782009920802e-02 7.264882093702750288e-01 1.050913071699918877e+00
1.034912776413917213e+00 5.688511273516748927e-06 7.819252495216436061e-03 8.206765600012437822e-01 5.556831046232058036e-01
1.093563989920275592e+00 5.817027460174568872e-06 7.819252495216436061e-03 8.188036942732505041e-01 1.070695726019773142e+00
1.133340517908411060e+00 5.869314059279281307e-06 7.819252495216436061e-03 6.374028985707005379e-01 9.571823434688592203e-01
1.139047896798223825e+00 6.116845599656633024e-06 7.819252495216436061e-03 5.452458814193266168e-01 1.129590008130901824e+00
9.566420893210115795e-01 5.871365355618181609e-06 9.223356234027542400e-02 8.061200368037826358e-01 6.929514325715913081e-01
1.084200120107292831e+00 6.065355322953870816e-06 4.373388007987236842e-02 7.646542200187692595e-01 8.119285629706560758e-01
8.327621548293823173e-01 5.851274518512894849e-06 7.819252495216436061e-03 8.408546607119634642e-01 1.039115426781348273e+00
8.380723833609865503e-01 5.827142205566776186e-06 7.819252495216436061e-03 7.696433445607236967e-01 7.667373710752414251e-01
8.818673422959388830e-01 6.202402049638174343e-06 1.405931087253832201e-01 6.078166004579603765e-01 1.024768801761029913e+00
1.121902657470222442e+00 6.033581798471413187e-06 7.819252495216436061e-03 7.102884937466915627e-01 1.209082431840313054e+00
5.739805113642626466e-01 6.199209998986736560e-06 7.819252495216436061e-03 6.671967689368033527e-01 1.105143123292435803e+00
9.869480134670042260e-01 6.156162343470817241e-06 8.523647661743192008e-03 8.204223525999699840e-01 8.861662816191204772e-01
9.780414916248502122e-01 5.855296907890214241e-06 7.819252495216436061e-03 6.941883385872358314e-01 1.126641900844129074e+00
9.401542024044140522e-01 5.829862542444436218e-06 6.833959590948995855e-02 8.915154512889508220e-01 1.064084655311649863e+00
1.115048349650387349e+00 6.190211718474972864e-06 7.819252495216436061e-03 7.249252271342101483e-01 9.146309163243959706e-01
9.401445910339275569e-01 6.320426360069225874e-06 7.819252495216436061e-03 6.755742266394288986e-01 1.232002239005572486e+00
1.194009446614983982e+00 6.276037844435020223e-06 7.819252495216436061e-03 4.394147522105704695e-01 1.089144925125879126e+00
1.033297196949124697e+00 5.893717869520016736e-06 9.617849842595997678e-02 9.340593102848958607e-01 9.148380938436144749e-01
1.187291970335926150e+00 6.171763962548850526e-06 7.819252495216436061e-03 9.751945689901182490e-01 9.213639970468746609e-01
1.181232494394027777e+00 6.165593903820083223e-06 7.819252495216436061e-03 6.676225657809724545e-01 1.088216652657205019e+00
1.009758204782295943e+00 6.123090846168903363e-06 8.458350619181223551e-02 9.988925999036337711e-01 9.091864466510214404e-01
1.610013892571723115e+00 6.116970147743095511e-06 7.138420184755209230e-02 7.681427237206419623e-01 1.350754989848544918e+00
1.355674784192581583e+00 5.907662744124580497e-06 4.084978557185947601e-02 9.228157915740359263e-01 1.106483968896616821e+00
1.368481345629894319e+00 5.787868913549751792e-06 3.097442691068088422e-02 8.806651067178719039e-01 1.351879341635150000e+00
1.290521099506576341e+00 5.993719522454197045e-06 4.473210738018399552e-02 9.627241639339867429e-01 9.728014808945798508e-01
1.373304373986028004e+00 5.516579022115651518e-06 4.473210738018399552e-02 1.005556645426265883e+00 1.012143002816136450e+00
1.148812715096529269e+00 5.576073685072369656e-06 4.473210738018399552e-02 8.872982467262259254e-01 8.427432545341037029e-01
1.323341050402101926e+00 5.643145394457282957e-06 3.408430132144482649e-02 1.027956234177832773e+00 1.555622311752837161e+00
1.440863427336515734e+00 5.617879016140240850e-06 4.473210738018399552e-02 9.384203965608681752e-01 9.063230852006751714e-01
1.410567222047960367e+00 5.722781514256917099e-06 1.896118265993876617e-01 8.066495571411614884e-01 1.046865547447827005e+00
1.535690707729322924e+00 5.395321448560921860e-06 4.473210738018399552e-02 9.890672997792886445e-01 1.268221954661335804e+00
1.215895913641815040e+00 5.626263282047781370e-06 2.167592483990236213e-02 1.076073182130106165e+00 9.659437805334341043e-01
1.254219446838232832e+00 5.235315276004924246e-06 6.726109181757530808e-02 1.204643422361366678e+00 1.247919905803452023e+00
1.788182292255383388e+00 5.674438022330433806e-06 8.141116593321570671e-02 1.140459902675054149e+00 1.249395925488307579e+00
1.597451023352313815e+00 5.791471983675527474e-06 1.902409250896642257e-01 1.264536997396194407e+00 9.509876964771776242e-01
1.144527450683930914e+00 5.561363939775143116e-06 7.350118266947403001e-02 1.151188508493926621e+00 1.542673154395141299e+00
1.270387756025460835e+00 5.572550449335212390e-06 2.167592483990236213e-02 1.174691129776574972e+00 5.160609471870966081e-01
1.199730645065190782e+00 5.620018870218404512e-06 2.167592483990236213e-02 1.161065953957440611e+00 7.647121124590445795e-01
1.255436142762752061e+00 5.768002211207574907e-06 9.630591770354682279e-02 1.123431060503230494e+00 1.411146802595354854e+00
1.437655601570069219e+00 5.570972917866720126e-06 2.167592483990236213e-02 1.307804830760862069e+00 9.772253997580345741e-01
1.199579305452818101e+00 5.870948129774003859e-06 1.055165356241618557e-01 9.861159942001866963e-01 1.082316562400308602e+00
1.305460412439793050e+00 6.002081981177809430e-06 2.005928425227676837e-01 1.024675670558842233e+00 1.226985526425293127e+00
1.098658719071915035e+00 5.668452792587646771e-06 8.791642289269104016e-04 1.243461955243276851e+00 9.827900321230738090e-01
1.255187472243578961e+00 5.731048991547255496e-06 2.167592483990236213e-02 1.039187859479019371e+00 7.055274010258940631e-01
1.397869940545908518e+00 6.143683156588416458e-06 2.384843760637619103e-01 1.015220008996947643e+00 1.173978438876063457e+00
1.237054594845477196e+00 5.770413502697751766e-06 2.167592483990236213e-02 1.156360837390965735e+00 8.422494280182388771e-01
1.163237158996769161e+00 5.792021579316943864e-06 2.167592483990236213e-02 8.943005041723530724e-01 1.595479420128330883e+00
1.102120602989361986e+00 5.262077393078147716e-06 2.167592483990236213e-02 1.131315114766606511e+00 1.419853769015390954e+00
9.208415303505200766e-01 5.885852666458993472e-06 1.003258287863096343e-01 1.136407940268122641e+00 9.091192649806772996e-01
1.515051196400608369e+00 5.806728922362759135e-06 2.167592483990236213e-02 1.185346266095533396e+00 1.328272419992130304e+00
1.006765176624647040e+00 5.880401676615074880e-06 1.724940926415112208e-01 1.066079119953466936e+00 9.063625256792493534e-01
9.138404480964803511e-01 5.319612503121816044e-06 1.260926189273978981e-01 9.588633611397692214e-01 1.183374200019229328e+00
1.455110391455015861e+00 6.333861500002073677e-06 9.219946199750328475e-02 8.741597935253230256e-01 1.009786590505258985e+00
1.597639620311744224e+00 5.847051247817093893e-06 9.422940318698017070e-02 8.974470880433990105e-01 9.387532328702568041e-01
1.450941674111741575e+00 6.192090103820407067e-06 4.084978557185947601e-02 7.944109771821004085e-01 1.038112243272537816e+00
1.674819748685827614e+00 5.773909198174741640e-06 9.689837405524438785e-02 8.769945472370720418e-01 9.311665394477922630e-01
1.669109369093330741e+00 5.993034604543997384e-06 7.026861103800363662e-02 8.984446239890621078e-01 1.383042604229709260e+00
1.744120577079576906e+00 5.670362037134435344e-06 4.084978557185947601e-02 8.794760694081465990e-01 1.116171249621126238e+00
1.753319496563750635e+00 6.157982959947468896e-06 9.257725264385480157e-02 8.259258209331096223e-01 1.018030554726538917e+00
1.696003019165707837e+00 5.955707791169942330e-06 4.084978557185947601e-02 8.635111784893650944e-01 1.019366473350914681e+00
1.564465541703807139e+00 6.229342430252305473e-06 2.277312788381053166e-01 7.531658632786870644e-01 1.110725963160118068e+00
1.485168733930585905e+00 6.123695998431219825e-06 1.221087647008379101e-01 8.866450612278972132e-01 9.053373278065585117e-01
1.555533637300047900e+00 5.941770312062422411e-06 4.084978557185947601e-02 5.807418662670242870e-01 9.701251033001061508e-01
1.404972459439583821e+00 6.133180230345936368e-06 4.453184595376621230e-02 1.067828309923486430e+00 9.681468376393238540e-01
1.801546421898166050e+00 6.289714408577018180e-06 4.084978557185947601e-02 8.452731347399506934e-01 8.168897559365868588e-01
1.806206244417271733e+00 5.591670022261452882e-06 1.715709292915099382e-01 9.158328186616355726e-01 7.127188788919224249e-01
1.522852410652672850e+00 5.757398610117409743e-06 4.084978557185947601e-02 1.086819441990837021e+00 1.235570543494787010e+00
1.497139972702366428e+00 6.321554126286965017e-06 1.161172981135376314e-02 9.437336883403121268e-01 1.642751793044235242e+00
1.336443922266098872e+00 5.889431827028023489e-06 1.787503437427364894e-01 9.512452953179588722e-01 1.247731863689810039e+00
1.494005469224331639e+00 6.078917381664569970e-06 4.084978557185947601e-02 8.230438742512974359e-01 1.335937992472890912e+00
1.812877980035556558e+00 6.110105424961591971e-06 7.304836715829776672e-02 8.130982138293809669e-01 1.081454144613260171e+00
1.510407360477239447e+00 5.821429516859472256e-06 1.402638198573268324e-01 7.518021215588485129e-01 9.856843317334568200e-01
1.416319852729312823e+00 5.737105166059404949e-06 5.710965716376474599e-02 8.722030553911706008e-01 1.122027150769873360e+00
1.415292880925288710e+00 5.718059096951440982e-06 7.238070314238759240e-03 6.142011384897990700e-01 8.130886241615356003e-01
1.319406012195598388e+00 5.893758497990333892e-06 1.524517886322108162e-01 7.557382363093498867e-01 9.213009720399392144e-01
1.833798015577746465e+00 5.384445312289175888e-06 2.729787941725946299e-01 7.585413181154539997e-01 7.733559659679608567e-01
1.323767059283983194e+00 5.426687022744787389e-06 2.234047776200028534e-01 8.764916654333344548e-01 1.099184299077779814e+00
1.418482777977758236e+00 5.649445699346706186e-06 5.123640535190765455e-03 6.660133457403918378e-01 7.157016439231564942e-01
1.068730874241180739e+00 5.787393780413538159e-06 1.859478193272370017e-01 6.809830724812543368e-01 8.484712323000949130e-01
1.532021955069930108e+00 6.032405409998005214e-06 3.573521986792277394e-01 6.857458168951483524e-01 7.695441105998174214e-01
1.401327880879761345e+00 5.909675921036906644e-06 2.301616776375023099e-01 8.039881478001477122e-01 1.100341960864112067e+00
1.772344188364903372e+00 5.570171111615542623e-06 2.674049827131383394e-02 5.579046707873251965e-01 9.013827337401029149e-01
1.679110997688050277e+00 5.813773134004592069e-06 1.022789646780779826e-01 6.039486770373094782e-01 9.250588647559567779e-01
1.313761021881366453e+00 5.711392466075525326e-06 1.060981021305354294e-01 1.093314940340916586e+00 9.021087013349557981e-01
1.572033589054490976e+00 6.279487321215558701e-06 1.951151673989254265e-02 8.005173350993983750e-01 8.710972405987391642e-01
1.523294653247674102e+00 6.217803033198738800e-06 5.289576553657394931e-03 9.929088520673138296e-01 8.747597652939723689e-01
1.478312269879987984e+00 6.068340736834006803e-06 1.847605113747074201e-01 1.045797530856290125e+00 8.801935857393312634e-01
1.737669665260191287e+00 6.154033570271124536e-06 6.715685888513348023e-02 8.184298805691834211e-01 1.382391631016974598e+00
1.486266700939308238e+00 6.168254417920334347e-06 1.441255367106602514e-01 9.064398008333596213e-01 8.537438571391339215e-01
1.593640500829766271e+00 5.871990494977307772e-06 3.516575361734763927e-02 9.831689692589091756e-01 1.072563270456371676e+00
1.244653252643633135e+00 5.988635495777873811e-06 4.084978557185947601e-02 1.060019815356683992e+00 1.008593426497909284e+00
1.298396927700740111e+00 5.583424904854589652e-06 5.606972664161102848e-03 9.348423154585068229e-01 9.808362659029881137e-01
1.482550585680047384e+00 5.876071950759122416e-06 1.542707137199026135e-01 8.915409524257683627e-01 1.385289738535255388e+00
1.252072747492355642e+00 5.650389121972449690e-06 5.606972664161102848e-03 8.945820938489750240e-01 8.609109338062467254e-01
1.317488447459628897e+00 5.640073364911382834e-06 7.928345381104204281e-02 7.461859721428444336e-01 7.950619511057509525e-01
1.357207431377690732e+00 5.479619992935793224e-06 4.781193625827151461e-02 9.232004032445123576e-01 6.505599201965847067e-01
1.469539365776284745e+00 5.487875941314284247e-06 2.325880431910569077e-02 9.004455846601837621e-01 1.006695286954408353e+00
1.318411839797668961e+00 5.652122497258507080e-06 5.606972664161102848e-03 8.493679770901265691e-01 1.211677637422233333e+00
1.235336516909745219e+00 5.690874205592981863e-06 7.610190438373268251e-02 7.316253826134515581e-01 5.284423288437635202e-01
1.116139504421108875e+00 5.682099291733770515e-06 2.567818314404331503e-01 1.005740034293443053e+00 4.547161439661051574e-01
1.050057216735060139e+00 5.612141342523755475e-06 2.535818513519870754e-01 1.072770377155666921e+00 8.956133718655058251e-01
1.188689722180964026e+00 5.541685208529792369e-06 8.193991708555542486e-02 8.455391014331973265e-01 1.013125103243030178e+00
1.342458405507989783e+00 5.471876178800244388e-06 9.086671941291496468e-02 9.882321405502282330e-01 1.288007929064113544e+00
1.607541362466716084e+00 5.628917765467000155e-06 1.934415231004495139e-02 9.176383012260045380e-01 5.816930631771692894e-01
1.259536710646075530e+00 5.785405436066358615e-06 5.606972664161102848e-03 8.512084372401370613e-01 1.116114796783299168e+00
1.311262004159113870e+00 5.672242495835127237e-06 2.996602068057089164e-03 1.024121961877552556e+00 1.034203455758169410e+00
1.336761287630017447e+00 5.412373112648311319e-06 3.251461325280236708e-02 7.053856476857035540e-01 1.104450447569828020e+00
1.083632191801663813e+00 5.084076685393489341e-06 4.210858007016342851e-03 9.726345680509367320e-01 1.364849164365488310e+00
1.316521382259980388e+00 5.517762365179165773e-06 5.845231694376355064e-02 1.044113046672067391e+00 1.082598838400623764e+00
1.333158586294294734e+00 5.538384548257902527e-06 5.606972664161102848e-03 9.426485230303001117e-01 6.977961293143455368e-01
1.517279042172103853e+00 5.485145228732533111e-06 6.368456557897769765e-02 8.299843125993890958e-01 7.808895303220781958e-01
1.171275632275961653e+00 5.791455047703950910e-06 5.606972664161102848e-03 8.842038493237953656e-01 5.873139046618625070e-01
1.377111436820807722e+00 5.440826497444255593e-06 6.144476636628465327e-02 1.126128940387410404e+00 1.091030712747776743e+00
1.052734814965794685e+00 5.426409074535179907e-06 5.300531333143506524e-02 1.085014631090408299e+00 1.441650825677345038e+00
1.513294166850461142e+00 5.894054677391713615e-06 8.944512298561424490e-02 6.943208336353368093e-01 1.320427582270066846e+00
1.219454046539650616e+00 6.412541530128420887e-06 6.488469784261460815e-02 8.062262472103848276e-01 1.183287201077807937e+00
1.661066269411911156e+00 5.819031038832671333e-06 5.088873413895154962e-02 1.005894837506080330e+00 7.782448782264648202e-01
1.715937672987434937e+00 5.977071567219237331e-06 4.084978557185947601e-02 6.571871585587103493e-01 1.470344128807221429e+00
1.357467985660026244e+00 6.020733089205010643e-06 5.042782273723595693e-02 9.505188200077738792e-01 1.227270899660030778e+00
1.598240239407152652e+00 5.861524392851330882e-06 3.147278862609840799e-01 7.943957321253722892e-01 9.889861594355626728e-01
1.743531051221787642e+00 6.162250048991615035e-06 8.168321271270301276e-02 8.537516210424584973e-01 1.092517252968006503e+00
1.662070732265627626e+00 6.138528721104820403e-06 3.403162391002464982e-02 9.880782160944476811e-01 8.369497730100259325e-01
1.508213770269577259e+00 6.295216077207932264e-06 1.145576213243199581e-01 6.791799376436107316e-01 7.529083698561129800e-01
1.522935065769383201e+00 5.999368173900526635e-06 7.229829808048179873e-02 8.967916088253813367e-01 1.003571099913830089e+00
1.529276240344336735e+00 5.856472292289529871e-06 9.067828426249359419e-02 8.059735402476572164e-01 9.768997548974877043e-01
1.984929027406347135e+00 5.764282389545564162e-06 4.186043473027562661e-02 8.853242406426893307e-01 1.283542731090857147e+00
1.354142751028982739e+00 6.115276763090371865e-06 5.639602306619202754e-03 8.478230088495306571e-01 9.591359334019670113e-01
1.353792454974255266e+00 5.846082652162183080e-06 4.084978557185947601e-02 9.030057370829762675e-01 1.220127825036244396e+00
1.713689008560790095e+00 5.989287926936704956e-06 4.084978557185947601e-02 8.859670530411080103e-01 1.449745505583220018e+00
1.488482648532861052e+00 5.900518297373115758e-06 4.084978557185947601e-02 9.080957685590617112e-01 8.275468954354014972e-01
1.546642614496940515e+00 6.343394938620835517e-06 4.084978557185947601e-02 9.014774293239572467e-01 1.048631731180941218e+00
1.544156448810880100e+00 6.170588131740334838e-06 1.355800965977464467e-01 1.023549341447936412e+00 9.426744006717493463e-01
1.510000398738438721e+00 5.773686602686182008e-06 4.133800447042419723e-02 6.631485013159829078e-01 1.312353751175190597e+00
1.545466849442790780e+00 5.619603893051837558e-06 4.084978557185947601e-02 7.032398825443412216e-01 1.028409555157827837e+00
1.426382515136016105e+00 5.945233916949145367e-06 2.211111416208432212e-01 7.264923616052157973e-01 7.257319661476699935e-01
1.440339972938740498e+00 5.892934278712461417e-06 4.084978557185947601e-02 7.490822262450880231e-01 1.178992321128792931e+00
1.042459823569118482e+00 5.767317509662554803e-06 1.495812013925670869e-01 6.712931168478063482e-01 9.651315288982127427e-01
1.111830360896631120e+00 6.039637463828636032e-06 1.517161165445388149e-01 7.705364169991867351e-01 9.547694601870566622e-01
8.101890172131021028e-01 5.707196624017491867e-06 1.495812013925670869e-01 6.346586321716668477e-01 6.279326524644823770e-01
1.032852022593753638e+00 5.867595270355761825e-06 1.413262203346141443e-01 6.262908437146829099e-01 1.048432913688532642e+00
1.028014939588175025e+00 6.207029334550856794e-06 3.595706597824443462e-01 5.229235754144874182e-01 1.171347195631818217e+00
1.058040071733513887e+00 5.547769671242326224e-06 2.087104109838570087e-01 6.866634079085439657e-01 8.830005353724694750e-01
8.797558422577503867e-01 5.706595838803148239e-06 1.495812013925670869e-01 5.262709312718728549e-01 1.118706715908114990e+00
8.997962433174815366e-01 5.999879848888963296e-06 1.969736526534823784e-02 5.628523430784839743e-01 7.746181283838353693e-01
