1.667758709614793666e+00 5.164322951629965271e-06 3.504602027047424295e-01 8.804371916234632334e-01 6.776045630270165487e-01 4.125615998712329202e-01
1.684767596500870157e+00 4.990986896036705381e-06 3.438513149447884887e-01 8.655966190421328088e-01 7.160947475074265212e-01 4.586465209703163848e-01
1.852024325093769352e+00 5.236491421996116543e-06 2.967763721587216574e-01 1.138626004465777886e+00 5.793344435288513283e-01 3.968674456951390983e-01
1.705265716694172262e+00 5.102718786756691416e-06 4.176927443299992548e-01 7.508595965454235577e-01 6.919162228803513726e-01 4.542012211068858774e-01
1.708611546246472379e+00 5.057781363406106914e-06 3.704368703912983007e-01 8.740996029430407877e-01 6.460712199137115253e-01 3.402836067189691227e-01
1.682846453643544127e+00 5.087687699850532003e-06 3.350174393113613536e-01 9.420146521518832916e-01 7.537291389301421507e-01 3.873356615558172233e-01
1.717463648378667163e+00 5.179633936152984100e-06 3.437569666751898456e-01 8.360866877915574813e-01 6.960556536731867805e-01 4.487273658418430289e-01
1.521649988427006939e+00 5.146850912652659671e-06 3.258534580838830519e-01 8.346751766192617161e-01 6.495582670249450130e-01 4.867682385639974241e-01
1.452238770739127993e+00 5.086524400521977193e-06 3.068481233149153997e-01 9.282549088124987247e-01 7.007361959153403097e-01 4.999884888387166049e-01
1.977213680557831310e+00 5.142078775905196213e-06 4.254227559776694867e-01 9.159941357569489906e-01 6.958327430180544226e-01 3.819275713092552538e-01
1.429259186839843654e+00 5.019951222183970991e-06 3.882767726450014889e-01 7.917744504156837282e-01 6.745979718768265743e-01 4.203587052106154687e-01
1.470658989293977648e+00 5.076154068818717088e-06 3.867582661298637481e-01 7.683577886293423420e-01 7.512627612132671828e-01 4.333988536619414744e-01
1.543581912278161328e+00 5.140157398631347206e-06 4.240800470008690426e-01 1.004536725318574186e+00 6.034631415716562586e-01 4.680360696889655503e-01
1.654597606508443119e+00 5.013370773756367285e-06 3.738547289129411366e-01 7.852400461688879840e-01 6.258600745205049609e-01 3.578112496389021513e-01
1.716324657838951495e+00 5.123823971898839809e-06 2.958969933760027260e-01 8.873224617582283757e-01 6.563907459899602781e-01 3.842092026071601829e-01
1.895897344279675378e+00 5.165235143485956578e-06 3.246257806312076166e-01 9.658343296459740435e-01 6.892009341411038381e-01 4.990886064032883374e-01
1.851803428305845989e+00 5.376837211136398044e-06 4.065233858627523289e-01 8.884923324362949959e-01 7.115638386126210690e-01 4.315307388416206313e-01
1.770132902441760248e+00 5.297226047887195876e-06 3.335777145066469718e-01 7.383304707572012626e-01 7.158690256755820824e-01 3.985441684245358274e-01
1.866932175768392099e+00 5.275003759364701130e-06 3.138490344193395343e-01 7.852480968871922151e-01 6.432272314318211448e-01 4.325351198060224944e-01
1.721993774330744076e+00 5.231511550816335186e-06 3.810241960437480424e-01 1.022660662048776148e+00 6.277622947918450880e-01 3.812538099440956341e-01
1.673534226977402728e+00 5.044880654443609886e-06 3.357090451892151273e-01 1.072986085075580576e+00 7.082776738942824224e-01 3.801309513441319399e-01
1.956128676380542553e+00 5.165018852068248708e-06 3.680406424057200976e-01 9.629990429853917400e-01 7.268625550332314944e-01 4.199430257310797776e-01
1.793298031127072978e+00 5.321154539843987361e-06 3.431818269809599475e-01 7.019441532548933438e-01 6.270469991150362521e-01 5.001189653268099944e-01
